,year,month,day,year_col,title,genre_final,gross_adj,budget_adj,female_dist7,male_dist7,gender_majority
769,2019,8,29,34,Sangkar,ACTION,6349779.999494768,0.0,0.25,0.75,Male
770,2019,3,21,35,Upin & Ipin: Keris Siamang Tunggal,ANIMATION,17361137.970540002,13257837.32,0.5,0.5,Male
771,2019,8,8,36,BoBoiBoy Movie 2,ANIMATION,19601712.477620002,4640243.062,0.333333333,0.666666667,Male
772,2019,11,28,37,Ejen Ali: The Movie,ANIMATION,19919900.5733,4308797.129000001,0.4,0.6,Male
773,2019,3,7,38,Kuttram Seiyel,THRILLER,0.0,0.0,0.25,0.75,Male
774,2019,4,11,39,Bu,DRAMA,0.0,0.0,0.428571429,0.571428571,Male
775,2019,9,12,40,Dendam Pontianak,HORROR,0.0,0.0,0.428571429,0.571428571,Male
776,2019,9,12,41,M for Malaysia,DOCUMENTARY,0.0,0.0,,,Male
777,2019,10,31,42,Pusaka,HORROR,0.0,0.0,0.5,0.5,Male
778,2019,11,21,43,Wira,ACTION,0.0,0.0,0.14285714300000002,0.857142857,Male
779,2019,12,5,44,Garang,ACTION,0.0,0.0,0.333333333,0.666666667,Male
780,2019,12,5,45,Lucky Blockchain,ACTION_COMEDY,0.0,0.0,0.0,1.0,Male
781,2019,12,12,46,Banglo No. 99,THRILLER,0.0,0.0,0.333333333,0.666666667,Male
782,2019,12,19,47,Busut Bonang,HORROR_COMEDY,0.0,0.0,0.14285714300000002,0.857142857,Male
783,2020,1,2,1,At Rainbow's End 2,DOCUMENTARY,0.0,0.0,0.666666667,0.333333333,Female
784,2020,1,9,2,Suraya,HORROR,0.0,0.0,0.5,0.5,Male
785,2020,1,16,3,The Garden of Evening Mists,DRAMA,0.0,0.0,0.4,0.6,Male
786,2020,1,25,4,The God of Wealth,COMEDY,0.0,0.0,0.0,1.0,Male
787,2020,1,25,5,A Moment of Happiness,COMEDY,0.0,0.0,0.2,0.8,Male
788,2020,1,30,6,Fight Lah! Kopitiam,COMEDY,0.0,0.0,0.25,0.75,Male
789,2020,2,6,7,M4M4,HORROR,0.0,0.0,0.28571428600000004,0.7142857140000001,Male
790,2020,2,6,8,Good Wealth 2020,COMEDY,0.0,0.0,0.0,1.0,Male
791,2020,2,13,9,Santhittha Naal Muthal,ROMANCE,0.0,0.0,0.333333333,0.666666667,Male
792,2020,2,20,10,Rock 4: Rockers Never Dai,COMEDY,0.0,0.0,0.4,0.6,Male
793,2020,2,20,11,Unakkagathane,DRAMA,0.0,0.0,,,Male
794,2020,2,27,12,Ratu Kala Jengking,HORROR,0.0,0.0,0.5,0.5,Male
795,2020,3,5,13,Jodoh Syaitan,HORROR_COMEDY,0.0,0.0,0.333333333,0.666666667,Male
796,2020,3,5,14,Paakaati Po,ROMANTIC_COMEDY,0.0,0.0,0.2,0.8,Male
797,2020,3,12,15,Bulan Dan Pria Terhebat,ACTION_COMEDY,0.0,0.0,0.6,0.4,Female
798,2020,3,19,16,Roh,HORROR,0.0,0.0,0.6,0.4,Female
799,2020,3,19,17,Eye On The Ball,DOCUMENTARY,0.0,0.0,0.0,1.0,Male
800,2020,3,26,18,Town Mall,HORROR,0.0,0.0,0.6,0.4,Female
801,2020,3,26,19,Kenderaan Berat Ikut Kiri,COMEDY,0.0,0.0,0.5,0.5,Male
802,2020,3,26,20,Escape,THRILLER,0.0,0.0,0.28571428600000004,0.7142857140000001,Male
803,2020,4,2,21,Takut Ke Tak,HORROR_COMEDY,0.0,0.0,0.2,0.8,Male
