,year,month,day,title,director,cast,genre,href,gross,budget,writer1(lakon layar),writer2 (script),genre1,genre2,genre3,genre_final,cast1,cast2,cast3,cast4,cast5,cast6,cast7,cast8,cast9,case10,cast1_gender,cast2_gender,cast3_gender,cast4_gender,cast5_gender,cast6_gender,cast7_gender,cast8_gender,cast9_gender,cast10,cast10_gender,male_dist3,female_dist3,male_dist4,female_dist4,male_dist5,female_dist5,male_dist6,female_dist6,male_dist7,female_dist7,male_dist8,female_dist8,male_dist9,female_dist9,male_dist10,female_dist10,gender_majority,year_col
72,2005,2,24,Sepet,Yasmin Ahmad,"Sharifah Amani, Ng Choo Seong, Harith Iskander, Ida Nerina, Adibah Noor, Tan Mei Ling, Thor Kah Hoong, Linus Chung, Alan Yun Kam Lun",Drama / Romance,,520000.00,550000.00,Yasmin Ahmad,,DRAMA,ROMANCE,,ROMANCE,SHARIFAH AMANI, NG CHOO SEONG, HARITH ISKANDER, IDA NERINA, ADIBAH NOOR, TAN MEI LING, THOR KAH HOONG, LINUS CHUNG, ALAN YUN KAM LUN,,F,M,M,F,F,F,M,M,M,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.555555556,0.444444444,Female,8
81,2005,8,11,Gol & Gincu,Bernard Chauly,"Fazura, Ashraf Sinclair, Sazzy Falak, Pierre Andre, Rafidah Abdullah, Sharifah Amani, Melissa Maureen Rizal, Kartini Kamalul Ariffin, Celina Khor, Zarina Zainoordin, Noor Anita Mohd Tahir, Farrah Shamilla, Anding, Zahim Albakri, Ida Nerina, Bernice Chauly, Khatijah Tan, Yasmin Yusuff",Comedy / Romance,,580000.00,1320000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,FAZURA, ASHRAF SINCLAIR, SAZZY FALAK, PIERRE ANDRE, RAFIDAH ABDULLAH, SHARIFAH AMANI, MELISSA MAUREEN RIZAL, KARTINI KAMALUL ARIFFIN, CELINA KHOR, ZARINA ZAINOORDIN,F,M,F,M,F,F,F,F,F, ZARINA ZAINOORDIN,F,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.285714286,0.714285714,0.25,0.75,0.222222222,0.777777778,0.2,0.8,Female,9
79,2005,6,16,Pontianak Menjerit,Yusof Kelana,"Ziana Zain, Juliana Banos, Azlee Jaafar, Faizal Hussein, Mazlan Pet Pet, Zad Zaidi, Sheila Rusly, Zarina Zainoordin, Amran Tompel, Nursyella, Osman Kering, Corrie Lee, Julia Hana, Jalaluddin Hassan, Angeline Tan, Zambri",Horror / Comedy,,900000.00,1050000.00,Yusof Kelana,,HORROR,COMEDY,,HORROR_COMEDY,ZIANA ZAIN, JULIANA BANOS, AZLEE JAAFAR, FAIZAL HUSSEIN, MAZLAN PET PET, ZAD ZAIDI, SHEILA RUSLY, ZARINA ZAINOORDIN, AMRAN TOMPEL, NURSYELLA,F,F,M,M,M,M,F,F,M, NURSYELLA,F,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Male,10
73,2005,3,10,Potret Mistik,Abdul Razak Mohaideen,"Cico Harahap, Lintang Asih, Khai, Winnie Kok, Erra Fazira, Khir Rahman, Zamarul Hisham, Khatijah Tan, Intan Jusmiera, Aminah Ahmad, Farid Kamil, Serina Redzuawan, Aznah Hamid, Ismail Din, Seelan Paul, Normala Omar, Pierre Andre",Mystery / Thriller,,950000.00,1500000.00,Prof Madya A. Razak,,MYSTERY,THRILLER,,THRILLER,CICO HARAHAP, LINTANG ASIH, KHAI, WINNIE KOK, ERRA FAZIRA, KHIR RAHMAN, ZAMARUL HISHAM, KHATIJAH TAN, INTAN JUSMIERA, AMINAH AHMAD,M,M,M,F,F,M,M,F,F, AMINAH AHMAD,F,1,0,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.625,0.375,0.555555556,0.444444444,0.5,0.5,Male,11
87,2005,12,8,Rock,Mamat Khalid,"Hasnul Rahmat, Que Haidar, Khir Rahman, Norazmi Bahron, Sofi Jikan, Siti Elizad, S. Amin Shahab, Norlida Ahmad, Julie Dahlan, Kamarool Yusof, Jaafar Onn, Sapri Ibrahim, Nabila Huda, Hani Hermi, Farah Man Kidal, Sarimah Mohd Daud, Loloq, Amy Search, Man Kidal Lefthanded, Nasir Jani, Hamid Gurkha, Rashidi Ishak, Hanifah Zainuddin, Shafiee Othman, Azmi Black Wings, Rosminah Sidek, Isrizal Mohd Isa, Mohd Herwan Sairon, Azhar Md Tasi, Mohd Hishamsul Yahya",Comedy / Musical,,1090000.00,1500000.00,,,COMEDY,MUSICAL,,COMEDY,HASNUL RAHMAT, QUE HAIDAR, KHIR RAHMAN, NORAZMI BAHRON, SOFI JIKAN, SITI ELIZAD, S. AMIN SHAHAB, NORLIDA AHMAD, JULIE DAHLAN, KAMAROOL YUSOF,M,M,M,M,M,F,M,F,M, KAMAROOL YUSOF,M,1,0,1,0,1,0,0.833333333,0.166666667,0.857142857,0.142857143,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,12
82,2005,8,25,Gila-Gila Pengantin Popular,Aziz M. Osman,"Erra Fazira, Afdlin Shauki, Saiful Apek, Norman Hakim, Linda Nanuwil, Nora Danish, Afida Es, Sarip Nor, Haris Aben Fadhillah, Aziz M. Osman, Erma Fatima, Yusof Haslam",Comedy,,1260000.00,1050000.00,Aziz M. Osman,,COMEDY,,,COMEDY,ERRA FAZIRA, AFDLIN SHAUKI, SAIFUL APEK, NORMAN HAKIM, LINDA NANUWIL, NORA DANISH, AFIDA ES, SARIP NOR, HARIS ABEN FADHILLAH, AZIZ M. OSMAN,F,M,M,M,F,F,F,M,M, AZIZ M. OSMAN,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,13
71,2005,2,9,GK3 The Movie,Yusof Haslam,"Abby Abadi, Sarimah Ibrahim, Norman Hakim, Faizal Hussein, Julia Hana, Misha Omar, Aqasha, Ezany, Saiful Apek, Corrie Lim, Zack Kool, Andy Kuanda, A. Galak, Farid Amirul, Din Maidin, Yusof Haslam, Elly Mazlein, Zambri, Zulkifli Ismail",Action / Crime,,1350000.00,1400000.00,Yusof Haslam,,ACTION,CRIME,,THRILLER,ABBY ABADI, SARIMAH IBRAHIM, NORMAN HAKIM, FAIZAL HUSSEIN, JULIA HANA, MISHA OMAR, AQASHA, EZANY, SAIFUL APEK, CORRIE LIM,F,F,M,M,F,F,M,F,M, CORRIE LIM,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.375,0.625,0.444444444,0.555555556,0.5,0.5,Female,14
74,2005,3,24,Sembilu 2005,Yusof Haslam,"Vince Chong, Hetty Sarlene, Zed Zaidi, Ziana Zain, Khai, Juliana Banos, Pushpa Narayan, Erra Fazira, Angeline Tan, Awie, Buzen Hashim, Diana Johor, Norsyiela, Salleh Yaakob, Aznah Hamid, Aziz Singah, Abby Abadi, Azza Elite, Johan Abdullah, Ernie Sharlina, Shahira, Vaneesa Chong",Drama / Romance,,1390000.00,1500000.00,Yusof Haslam,,DRAMA,ROMANCE,,ROMANCE,VINCE CHONG, HETTY SARLENE, ZED ZAIDI, ZIANA ZAIN, KHAI, JULIANA BANOS, PUSHPA NARAYAN, ERRA FAZIRA, ANGELINE TAN, AWIE,M,F,M,F,M,F,F,F,F, AWIE,M,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.375,0.625,0.333333333,0.666666667,0.4,0.6,Female,15
78,2005,6,2,Lady Boss,Abdul Razak Mohaideen,"Ning Baizura, Saiful Apek, Erra Fazira, Yusry KRU, Farid Kamil, Ismail Din, Khatijah Tan, M. Rajoli, Zamarul Hisham, Zulkifli Zain, Normala Omar, Piee, Aziz M. Osman, Hafidzuddin Fazil, Nasir Ali, Aleeza Kassim, Nurul Azura, Shah Kassim, Pierre Andre",Comedy / Romance,,1780000.00,1720000.00,A. Razak Mohaideen,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,NING BAIZURA, SAIFUL APEK, ERRA FAZIRA, YUSRY KRU, FARID KAMIL, ISMAIL DIN, KHATIJAH TAN, M. RAJOLI, ZAMARUL HISHAM, ZULKIFLI ZAIN,F,M,F,M,M,M,F,M,M, ZULKIFLI ZAIN,M,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,16
84,2005,11,3,Anak Mami Kembali,Abdul Razak Mohaideen,"Saiful Apek, Fasha Sandha, Azean Irdawaty, Waheeda, Farid Kamil, Piee, Ismail Din, Sheila Mambo, Zulkifli Zain, Normala Omar, Irma Hasmie, Nasir Ali, Abdul Shukor Mohaideen, Raudhah Che Wan, Rozita Che Wan",Comedy / Family,,2010000.00,2010000.00,A. Razak Mohaideen,,COMEDY,FAMILY,,COMEDY,SAIFUL APEK, FASHA SANDHA, AZEAN IRDAWATY, WAHEEDA, FARID KAMIL, PIEE, ISMAIL DIN, SHEILA MAMBO, ZULKIFLI ZAIN, NORMALA OMAR,M,F,F,F,M,M,M,F,M, NORMALA OMAR,F,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Male,17
77,2005,5,19,Senario XX,Aziz M. Osman,"Wahid, Saiful Apek, Fazura, Mazlan, Azlee, Wahid Satay, Lazizah Ahmad, Rosyam Nor, Yassin Yahya, Chef Wan, Siti Fazurina",Comedy / Science fiction,,2320000.00,1820000.00,Aziz M. Osman,,COMEDY,SCIENCEFICTION,,SCIFI/FANTASY,WAHID, SAIFUL APEK, FAZURA, MAZLAN, AZLEE, WAHID SATAY, LAZIZAH AHMAD, ROSYAM NOR, YASSIN YAHYA, CHEF WAN,M,M,F,M,M,M,F,M,M, CHEF WAN,M,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,18
83,2005,9,8,KL Menjerit 1,Badaruddin Azmi,"Rosyam Nor, Erra Fazira, Que Haidar, Sheera Iskandar, Saiful Apek, Zul Huzaimy, Danny X-Factor, Md. Said Abdul Ghani, Beggo",Action / Drama,,2520000.00,1650000.00,,,ACTION,DRAMA,,ACTION,ROSYAM NOR, ERRA FAZIRA, QUE HAIDAR, SHEERA ISKANDAR, SAIFUL APEK, ZUL HUZAIMY, DANNY X-FACTOR, MD. SAID ABDUL GHANI, BEGGO,,M,F,M,F,M,M,M,M,M,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.777777778,0.222222222,Male,19
88,2005,12,22,Baik Punya Cilok,Afdlin Shauki,"Afdlin Shauki, Awie, Hans Isaac, AC Mizal, Harun Salim Bachik, Patrick Teoh, Carmen Soo, Harith Iskander, Ida Nerina, Riezman Khuzaimi, Nadia Mustaffa, Din Beramboi",Action / Comedy,,2570000.00,1290000.00,Afdlin Shauki,,ACTION,COMEDY,,ACTION_COMEDY,AFDLIN SHAUKI, AWIE, HANS ISAAC, AC MIZAL, HARUN SALIM BACHIK, PATRICK TEOH, CARMEN SOO, HARITH ISKANDER, IDA NERINA, RIEZMAN KHUZAIMI,M,M,M,M,M,M,M,M,F, RIEZMAN KHUZAIMI,M,1,0,1,0,1,0,1,0,1,0,1,0,0.888888889,0.111111111,0.9,0.1,Male,20
86,2005,11,24,Pontianak Harum Sundal Malam II,Shuhaimi Baba,"Maya Karin, Rusdi Ramli, Ida Nerina, Rosyam Nor, Kavita Sidhu, Nanu Baharuddin, Zahim Albakri, Zaibo, Haiza, Shahronizam, Aziz Sattar, Pierre Andre, S. Shamsuddin, Rosnani Jamil, Mariani",Drama / Horror,,2750000.00,2760000.00,Shuhaimi Baba,Halina Samad,DRAMA,HORROR,,DRAMA,MAYA KARIN, RUSDI RAMLI, IDA NERINA, ROSYAM NOR, KAVITA SIDHU, NANU BAHARUDDIN, ZAHIM ALBAKRI, ZAIBO, HAIZA, SHAHRONIZAM,F,M,F,M,F,F,M,M,F, SHAHRONIZAM,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.444444444,0.555555556,0.5,0.5,Female,21
68,2005,1,13,Gangster,Badaruddin Azmi,"Rosyam Nor, Umie Aida, Hasnul Rahmat, Ako Mustapha, Pushpa Narayan, Nurul Hana, Siti Elizad, Aqasha, Saiful Apek, Adlin Aman Ramli, Zack Taipan",Action / Crime,,2880000.00,1910000.00,Badaruddin Azmi,,ACTION,CRIME,,THRILLER,ROSYAM NOR, UMIE AIDA, HASNUL RAHMAT, AKO MUSTAPHA, PUSHPA NARAYAN, NURUL HANA, SITI ELIZAD, AQASHA, SAIFUL APEK, ADLIN AMAN RAMLI,M,F,M,M,F,F,F,M,M, ADLIN AMAN RAMLI,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,22
103,2006,9,14,S'kali,Arivind Abraham,"Davina Goh, Jayaram Nagaraj, Derek Ong, Zimy Rozan, Angeline Rose, Jason Lo, Yasmin Ahmad",Drama,,3000.00,110000.00,,,DRAMA,,,DRAMA,DAVINA GOH, JAYARAM NAGARAJ, DEREK ONG, ZIMY ROZAN, ANGELINE ROSE, JASON LO, YASMIN AHMAD,,,,F,M,M,M,F,M,F,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,1
115,2006,12,21,Love Conquers All,,"Coral Ong Li Whei, Jiun Jiun, Stephen Chua Jyh Shyan",Romance,,10000.00,30000.00,,,ROMANCE,,,ROMANCE,CORAL ONG LI WHEI, JIUN JIUN, STEPHEN CHUA JYH SHYAN,,,,,,,,M,M,M,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,2
106,2006,10,26,Rain Dogs,Ho Yuhang,"Kuan Choon Wai, Cheung Wing Hong, Liu Wai Hung, Noorkhiriah Ahmad Shapie, Pete Teo, Yasmin Ahmad",Drama,,20000.00,180000.00,,,DRAMA,,,DRAMA,KUAN CHOON WAI, CHEUNG WING HONG, LIU WAI HUNG, NOORKHIRIAH AHMAD SHAPIE, PETE TEO, YASMIN AHMAD,,,,,M,M,M,F,M,F,,,,,,1,0,0.75,0.25,0.8,0.2,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,3
108,2006,11,16,Salah Bapak,AR Badul,"Saiful Apek, Umie Aida, Esma Daniel",Comedy,,40000.00,750000.00,A. R. Badul,,COMEDY,,,COMEDY,SAIFUL APEK, UMIE AIDA, ESMA DANIEL,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,4
113,2006,12,14,Misi 1511,Young Juwahir,"Eja, Rico Tampatty, Zamshuri Ramli, Adlin Aman Ramlie",Action / Comedy,,40000.00,3530000.00,Young Juwahir,,ACTION,COMEDY,,ACTION_COMEDY,EJA, RICO TAMPATTY, ZAMSHURI RAMLI, ADLIN AMAN RAMLIE,,,,,,,F,M,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,5
94,2006,3,3,Ethirkaalam,C. Kumaresan,Sri Kumar,Drama / Action,,50000.00,490000.00,,,DRAMA,ACTION,,DRAMA,SRI KUMAR,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,6
109,2006,11,23,The Red Kebaya,Oliver Knott,"Vanida Imran, Ramli Hassan, Bob Mercer, Zahim Albakri, Samantha Schubert",Drama,,110000.00,1500000.00,Andre Berly,Ramli Hassan,DRAMA,,,DRAMA,VANIDA IMRAN, RAMLI HASSAN, BOB MERCER, ZAHIM ALBAKRI, SAMANTHA SCHUBERT,,,,,,F,M,M,M,F,,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,7
104,2006,10,24,Bilut,Badaruddin Azmi,"Rosyam Nor, Que Haidar, Jericho Rosales, Siti Shahrizah, Ezlynn, Rusdi Ramli, Aqasha, Adlin Aman Ramlie, Bront Palarae, Sofi Jikan, Lisdawati, Celina Khor, Yasmin Hani, Khatijah Abu Hassan",Drama,,340000.00,2710000.00,,,DRAMA,,,DRAMA,ROSYAM NOR, QUE HAIDAR, JERICHO ROSALES, SITI SHAHRIZAH, EZLYNN, RUSDI RAMLI, AQASHA, ADLIN AMAN RAMLIE, BRONT PALARAE, SOFI JIKAN,M,M,M,F,F,M,M,M,M, SOFI JIKAN,M,1,0,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,8
111,2006,11,30,Possessed,Bjarne Wong,"Amber Chia, Harisu, Alan Yun, Steve Yap, Sharifah Amani",Horror / Mystery,,400000.00,1620000.00,,,HORROR,MYSTERY,,HORROR,AMBER CHIA, HARISU, ALAN YUN, STEVE YAP, SHARIFAH AMANI,,,,,,F,M,M,M,F,,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,9
95,2006,3,9,Persona Non Grata,Syed Azidi Syed Abdul Aziz,"Hans Isaac, Erra Fazira, Keegan Kang, Phattarat Sudprasert, Fahrin Ahmad, M. Rajoli, Syanie, Patrick Teoh, Nancie Foo",Drama / Romance,,420000.00,1690000.00,Syed Azidi Syed Abdul Aziz,,DRAMA,ROMANCE,,ROMANCE,HANS ISAAC, ERRA FAZIRA, KEEGAN KANG, PHATTARAT SUDPRASERT, FAHRIN AHMAD, M. RAJOLI, SYANIE, PATRICK TEOH, NANCIE FOO,,M,F,M,F,M,M,F,M,F,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.625,0.375,0.555555556,0.444444444,0.555555556,0.444444444,Male,10
97,2006,4,6,Gubra (Anxiety),Yasmin Ahmad,"Sharifah Amani, Adlin Aman Ramlie, Ida Nerina, Harith Iskander, Adibah Noor, Alan Yun Kam Lun, Tan Mei Ling, Thor Kah Hoong, Ng Choo Seong, Namron, Noorkhiriah Ahmad Shapie, Rozie Rashid, Juliana Ibrahim, Khir Rahman",Drama,,520000.00,1080000.00,,,DRAMA,,,DRAMA,SHARIFAH AMANI, ADLIN AMAN RAMLIE, IDA NERINA, HARITH ISKANDER, ADIBAH NOOR, ALAN YUN KAM LUN, TAN MEI LING, THOR KAH HOONG, NG CHOO SEONG, NAMRON,F,M,F,M,F,M,F,M,M, NAMRON,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,11
114,2006,12,21,Tentang Bulan,Ahmad Idham,"Aedy Ashraf, Erin Malek, Fatin Afifah",Drama / Comedy,,600000.00,1390000.00,,,DRAMA,COMEDY,,DRAMA,AEDY ASHRAF, ERIN MALEK, FATIN AFIFAH,,,,,,,,M,F,F,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,12
102,2006,8,24,Gong,Sandosh Kesavan,"Jehan Miskin, Fasha Sandha, Elyana, Faizal Yusuf, Sharifah Sofia",Mystery / Horror,,650000.00,1570000.00,,,MYSTERY,HORROR,,THRILLER,JEHAN MISKIN, FASHA SANDHA, ELYANA, FAIZAL YUSUF, SHARIFAH SOFIA,,,,,,M,F,F,M,F,,,,,,,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,Female,13
100,2006,6,1,Tipah Tertipu The Movie,Ahmad Idham,"Azan Ruffedge, Amer Ruffedge, Cat Ruffedge, Hussein Ruffedge, Zain Ruffedge, Adlin Aman Ramlie, Intan Nurladyana",Comedy / Musical,,680000.00,1200000.00,,,COMEDY,MUSICAL,,COMEDY,AZAN RUFFEDGE, AMER RUFFEDGE, CAT RUFFEDGE, HUSSEIN RUFFEDGE, ZAIN RUFFEDGE, ADLIN AMAN RAMLIE, INTAN NURLADYANA,,,,M,M,M,M,M,M,F,,,,,1,0,1,0,1,0,1,0,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,Male,14
93,2006,2,23,Main-Main Cinta,Abdul Razak Mohaideen,"Misha Omar, Adam, Dynas Mokhtar, Pierre Andre, Irma Hasmie, Farid Kamil, Saiful Apek, Azean Irdawaty, Vanida Imran, Azlee, M. Rajoli, Siti Elizad",Comedy / Romance,,690000.00,1500000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,MISHA OMAR, ADAM, DYNAS MOKHTAR, PIERRE ANDRE, IRMA HASMIE, FARID KAMIL, SAIFUL APEK, AZEAN IRDAWATY, VANIDA IMRAN, AZLEE,F,M,F,M,F,M,M,F,F, AZLEE,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.444444444,0.555555556,0.5,0.5,Male,15
98,2006,5,4,Man Laksa,Mamat Khalid,"Yassin Yahya, Sharifah Aleya, Saiful Apek, Kartina Aziz, Harun Salim Bachik, Zami Ismail, Loloq @ Rosli Khamis, M. Rajoli, Aqasha, Nasrul Suhaimin, Osman Kering, Zahid, Farah, M. Daud Kilau, Fauziah Nawi, Sathiya, Hani Mohsin, Sharifah Shahora, Hasnul Rahmat, Nadia Mustafar",Comedy / Musical,,790000.00,1270000.00,,,COMEDY,MUSICAL,,COMEDY,YASSIN YAHYA, SHARIFAH ALEYA, SAIFUL APEK, KARTINA AZIZ, HARUN SALIM BACHIK, ZAMI ISMAIL, LOLOQ @ ROSLI KHAMIS, M. RAJOLI, AQASHA, NASRUL SUHAIMIN,M,F,M,F,M,M,M,M,M, NASRUL SUHAIMIN,M,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,16
105,2006,10,24,Diva Popular,Erma Fatima,"Umie Aida, Ezlynn, Awie, Azean Irdawaty, Khatijah Tan, Sheila Rusly, Afdlin Shauki, Azwan Ali, Anita Sarawak",Comedy,,1100000.00,1270000.00,Erma Fatima,,COMEDY,,,COMEDY,UMIE AIDA, EZLYNN, AWIE, AZEAN IRDAWATY, KHATIJAH TAN, SHEILA RUSLY, AFDLIN SHAUKI, AZWAN ALI, ANITA SARAWAK,,F,F,M,F,F,F,M,M,F,,,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.166666667,0.833333333,0.285714286,0.714285714,0.375,0.625,0.333333333,0.666666667,0.333333333,0.666666667,Female,17
99,2006,5,18,Senario Pemburu Emas Yamashita,Aziz M. Osman,"Wahid, Mazlan, Azlee, Ilya Buang, Hamdan, Que Haidar, Nora Danish, Razak Ahmad, Beego, Hani",Action / Comedy,,1490000.00,1000000.00,Aziz M. Osman,,ACTION,COMEDY,,ACTION_COMEDY,WAHID, MAZLAN, AZLEE, ILYA BUANG, HAMDAN, QUE HAIDAR, NORA DANISH, RAZAK AHMAD, BEEGO, HANI,M,M,M,F,M,M,F,M,M, HANI,F,1,0,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.777777778,0.222222222,0.7,0.3,Male,18
110,2006,11,30,Cinta,Kabir Bhatia,"Rashidi Ishak, Nanu Baharuddin, Eizlan Yusof, Vanida Imran, Sharifah Amani, Pierre Andre, Que Haidar, Fasha Sandha, Rita Rudaini, Fatimah Abu Bakar, Rahim Razali, Bell Ngasri, Baizura Kahar, Gambit Saifullah, Henzi Andalas",Romance / Drama,,2200000.00,1000000.00,Ara,Mira Mustafa,ROMANCE,DRAMA,,ROMANCE,RASHIDI ISHAK, NANU BAHARUDDIN, EIZLAN YUSOF, VANIDA IMRAN, SHARIFAH AMANI, PIERRE ANDRE, QUE HAIDAR, FASHA SANDHA, RITA RUDAINI, FATIMAH ABU BAKAR,M,F,M,F,F,M,M,F,F, FATIMAH ABU BAKAR,F,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.444444444,0.555555556,0.4,0.6,Male,19
92,2006,1,26,Buli Balik,Afdlin Shauki,"Afdlin Shauki, Hans Isaac, Nasha Aziz, AC Mizal, Umie Aida, Patrick Teoh, Ako Mustapha, Syanie, Sharifah Shahira, Soraya Dean, Harun Salim Bachik, Harith Iskander, Aziz M. Osman, Adibah Noor, Wahid, Riezman Khuzaimi, Ramlah Ram",Comedy / Drama,,2310000.00,1500000.00,Afdlin Shauki ,,COMEDY,DRAMA,,COMEDY,AFDLIN SHAUKI, HANS ISAAC, NASHA AZIZ, AC MIZAL, UMIE AIDA, PATRICK TEOH, AKO MUSTAPHA, SYANIE, SHARIFAH SHAHIRA, SORAYA DEAN,M,M,F,M,F,M,M,F,F, SORAYA DEAN,F,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.625,0.375,0.555555556,0.444444444,0.5,0.5,Male,20
90,2006,1,5,Castello,Badaruddin Azmi,"Rosyam Nor, Erra Fazira, Que Haidar, Zain Ruffedge, Liyana Jasmay, Nur Emy Nadia, M. Rajoli, Nasrizal Ngasri, Zack Taipan, Bront Palarae, Erma Fatima, Kamarool Yusof, Prono",Drama / Crime,,2800000.00,1560000.00,Badaruddin Azmi,,DRAMA,CRIME,,THRILLER,ROSYAM NOR, ERRA FAZIRA, QUE HAIDAR, ZAIN RUFFEDGE, LIYANA JASMAY, NUR EMY NADIA, M. RAJOLI, NASRIZAL NGASRI, ZACK TAIPAN, BRONT PALARAE,M,F,M,M,F,F,M,M,M, BRONT PALARAE,M,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.625,0.375,0.666666667,0.333333333,0.7,0.3,Male,21
107,2006,11,9,Nana Tanjung,A. Razak Mohaideen,"Piee, Saiful Apek, Fasha Sandha, Waheeda, Maideen, Sheila Mambo, Jehan Miskin, Ainul Aishah",Romance / Comedy / Family,,3020000.00,2300000.00,A. Razak Mohaideen,,ROMANCE,COMEDY,FAMILY,ROMANTIC_COMEDY,PIEE, SAIFUL APEK, FASHA SANDHA, WAHEEDA, MAIDEEN, SHEILA MAMBO, JEHAN MISKIN, AINUL AISHAH,,,M,M,F,F,M,F,M,F,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.571428571,0.428571429,0.5,0.5,0.5,0.5,0.5,0.5,Male,22
