,year,month,day,title,director,cast,genre,href,gross,budget,writer1(lakon layar),writer2 (script),genre1,genre2,genre3,genre_final,cast1,cast2,cast3,cast4,cast5,cast6,cast7,cast8,cast9,case10,cast1_gender,cast2_gender,cast3_gender,cast4_gender,cast5_gender,cast6_gender,cast7_gender,cast8_gender,cast9_gender,cast10,cast10_gender,male_dist3,female_dist3,male_dist4,female_dist4,male_dist5,female_dist5,male_dist6,female_dist6,male_dist7,female_dist7,male_dist8,female_dist8,male_dist9,female_dist9,male_dist10,female_dist10,gender_majority,year_col
582,2016,1,28,Ola Bola,Chiu Keng Guan,"Chee Jun Cherng, Muhd Luqman Hafidz, Mohamad Taufiq, Saran Kumar, Marianne Tan, Katrina Ho, Bront Palarae, Frankie Lee",Drama / Sports,Films set at Kellie's Castle,16700000.00,5000000.00,,,DRAMA,SPORTS,,DRAMA,CHEE JUN CHERNG, MUHD LUQMAN HAFIDZ, MOHAMAD TAUFIQ, SARAN KUMAR, MARIANNE TAN, KATRINA HO, BRONT PALARAE, FRANKIE LEE,,,M,M,M,M,F,F,M,M,,,,1,0,1,0,0.8,0.2,0.666666667,0.333333333,0.714285714,0.285714286,0.75,0.25,0.75,0.25,0.75,0.25,Male,43
588,2016,2,25,Munafik,Syamsul Yusof,"Syamsul Yusof, Nabila Huda, Sabrina Ali, Pekin Ibrahim, Fizz Fairuz",Horror,,19040000.00,1600000.00,,,HORROR,,,HORROR,SYAMSUL YUSOF, NABILA HUDA, SABRINA ALI, PEKIN IBRAHIM, FIZZ FAIRUZ,,,,,,M,F,F,M,M,,,,,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,44
585,2016,2,4,Let's Eat,Chapman To,"Chapman To, Aimee Chan, C-Kwan, Lo Hoi-pang",Comedy,Mandarin-language film,1000.00,1000.00,,,COMEDY,,,COMEDY,CHAPMAN TO, AIMEE CHAN, C-KWAN, LO HOI-PANG,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,45
591,2016,3,10,The Kid from the Big Apple,Jess Teong,"Tommy Tam, Tan Qin Lin, Jason Tan",Drama / Family,Three Production,1000.00,1000.00,,,DRAMA,FAMILY,,DRAMA,TOMMY TAM, TAN QIN LIN, JASON TAN,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,46
616,2016,9,15,Muluk dan Konco,Abdul Razak Mohaideen,"Azhari Zain, Saiful Apek, Yassin, Jalil Hamid, Sarah Hilderbrand",Comedy,FiTA Studios-UiTM co-production,1000.00,1000.00,,,COMEDY,,,COMEDY,AZHARI ZAIN, SAIFUL APEK, YASSIN, JALIL HAMID, SARAH HILDERBRAND,,,,,,M,M,M,M,F,,,,,,,1,0,1,0,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,Male,47
623,2016,11,24,Hanyut,U-Wei Haji Saari,"Peter O'Brien, Reeuben Alvin, Diana Danielle, Sofia Jane, Ady Putra, Alex Komang",Period Drama,Gambar Tanah Licin,1000.00,1000.00,,,PERIOD DRAMA,,,HISTORICAL,PETER O'BRIEN, REEUBEN ALVIN, DIANA DANIELLE, SOFIA JANE, ADY PUTRA, ALEX KOMANG,,,,,M,M,F,F,M,M,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,48
627,2016,12,24,Bo-Peng,Helmi Yusof,"Nabil Ahmad, Johan As'ari, Zulin Aziz, Fauzi Nawawi, Soffi Jikan",Comedy,Pencil Pictures and Records,1000.00,1000.00,,,COMEDY,,,COMEDY,NABIL AHMAD, JOHAN AS'ARI, ZULIN AZIZ, FAUZI NAWAWI, SOFFI JIKAN,,,,,,M,M,M,M,M,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,49
628,2016,12,24,Happy Birth Death,Don Hoe,"Yana Samsudin, Jean Tan, Qian Kung, Yang BaoBei, Kean Chin",Horror,,1000.00,1000.00,,,HORROR,,,HORROR,YANA SAMSUDIN, JEAN TAN, QIAN KUNG, YANG BAOBEI, KEAN CHIN,,,,,,F,F,M,F,M,,,,,,,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,Female,50
663,2017,8,31,Mendidih Bro,Z. Lokman,"Azrel Ismail, Julianna Evans, Marlyn Guinto, Yank Kassim, Adrea Abdullah, Z. Lokman, Amy Mastura",Adventure,,4000.00,1000.00,,,ADVENTURE,,,ADVENTURE,AZREL ISMAIL, JULIANNA EVANS, MARLYN GUINTO, YANK KASSIM, ADREA ABDULLAH, Z. LOKMAN, AMY MASTURA,,,,M,F,F,M,F,M,F,,,,,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,Female,1
669,2017,9,28,LuQman,Mahadi J. Murat,"Wan Hanafi Su, Raja Ilya, Josiah Hogan",Drama,[40],4000.00,1000.00,,,DRAMA,,,DRAMA,WAN HANAFI SU, RAJA ILYA, JOSIAH HOGAN,,,,,,,,M,F,F,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,2
683,2017,11,23,Thottam: The Garden,Arangkannal Rajoo,"KS Maniam, Singai Jegan, Aghilvarman, Thana, Ruban, Vivian Chong",Drama,Blueye Productions,4000.00,1000.00,,,DRAMA,,,DRAMA,KS MANIAM, SINGAI JEGAN, AGHILVARMAN, THANA, RUBAN, VIVIAN CHONG,,,,,M,M,F,M,M,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,3
630,2017,1,19,Aku Bukan Spy,Danial Rifki,"Hamish Daud, Siti Saleha, Ray Sahetapy, Keith Foo, Shafira Umm, Nasha Aziz",Action / Romance,Sheunik,4100.00,1000.00,,,ACTION,ROMANCE,,ACTION,HAMISH DAUD, SITI SALEHA, RAY SAHETAPY, KEITH FOO, SHAFIRA UMM, NASHA AZIZ,,,,,M,F,M,M,F,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,4
654,2017,7,20,Puthiya Payanam,Kathiraven Subramaniam,"Raven, Lavysha, Yoga, Koghilan Suren",Action / Drama / Sports,SB Production,6000.00,1000.00,,,ACTION,DRAMA,SPORTS,ACTION,RAVEN, LAVYSHA, YOGA, KOGHILAN SUREN,,,,,,,F,F,M,M,,,,,,,,0.333333333,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,5
672,2017,10,5,Vasantha Villas,Roy,"Jeeva, Vadivukarasi, Ben'G, Sangetha, Saminathan",Action,AG Film Factory,7000.00,1000.00,,,ACTION,,,ACTION,JEEVA, VADIVUKARASI, BEN'G, SANGETHA, SAMINATHAN,,,,,,F,F,M,M,M,,,,,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,6
651,2017,6,8,RIP?,S.T. Bala,"Manan Subra, Suloshna Balan, S. S. Shivajee, Venumathi",Drama,Fenomena Seni Produksi,8000.00,1000.00,,,DRAMA,,,DRAMA,MANAN SUBRA, SULOSHNA BALAN, S. S. SHIVAJEE, VENUMATHI,,,,,,,M,M,M,M,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,7
648,2017,4,20,Kamar Seksa,M. Suurya,"Sazzy Falak, Noorkhiriah, Ieda Moin, Aiyuni Hashim",Drama,MIG Pictures,15000.00,1000.00,,,DRAMA,,,DRAMA,SAZZY FALAK, NOORKHIRIAH, IEDA MOIN, AIYUNI HASHIM,,,,,,,F,F,F,F,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Female,8
653,2017,7,20,Kerja Kahwin,Anwardi Jamil,"Janna Nick, Rosnani Jamil, Shaharuddin Thamby, Ziema Din, Syed Ali, Aziz M. Osman, A. R. Badul",Comedy / Romance,Wayang Padu,15000.00,1000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,JANNA NICK, ROSNANI JAMIL, SHAHARUDDIN THAMBY, ZIEMA DIN, SYED ALI, AZIZ M. OSMAN, A. R. BADUL,,,,F,F,M,F,M,M,M,,,,,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,9
676,2017,10,26,Asli,David Liew,"Gina Wong, Rain Lee, Amit Joyo Bah Chu Hong, Alang Bah Kang",Family,,15000.00,1000.00,,,FAMILY,,,FAMILY,GINA WONG, RAIN LEE, AMIT JOYO BAH CHU HONG, ALANG BAH KANG,,,,,,,F,M,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,10
677,2017,10,26,Dubai My Love,Aidilfitri Mohamed Yunos,"Erwin Dawson, Hanna Aqeela, Putri Najuwa, Ben Ali",Romance / Family,,15000.00,1000.00,,,ROMANCE,FAMILY,,ROMANCE,ERWIN DAWSON, HANNA AQEELA, PUTRI NAJUWA, BEN ALI,,,,,,,M,F,F,M,,,,,,,,0.333333333,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,11
657,2017,8,3,Hijabsta Ballet,Syed Zul Tojo,"Puteh Maimun Zahrah, Betty Benafe, Aman Graseka, Aida Khalida",Drama,Explosive Magic,16000.00,1000.00,,,DRAMA,,,DRAMA,PUTEH MAIMUN ZAHRAH, BETTY BENAFE, AMAN GRASEKA, AIDA KHALIDA,,,,,,,F,F,M,F,,,,,,,,0.333333333,0.666666667,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,Female,12
679,2017,11,9,Jhangri,Kabilan Plondran,"Vicran Elanggoven, Agalyah Maniam, Kuben Mahadevan, Daview Puvanan, K. Karnan",Romance,Jhangri Production House,17000.00,1000.00,,,ROMANCE,,,ROMANCE,VICRAN ELANGGOVEN, AGALYAH MANIAM, KUBEN MAHADEVAN, DAVIEW PUVANAN, K. KARNAN,,,,,,M,F,M,M,M,,,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,Male,13
658,2017,8,10,Pencuri Hati Mr. Cinderella,Ahmad Idham,"Ahmad Idham, Atikah Suhaimie, Eizlan Yusof, Cat Farish, Faye Kusairi, Hairul Azreen, Haliza Misbun",Romance,[29],18000.00,1000.00,,,ROMANCE,,,ROMANCE,AHMAD IDHAM, ATIKAH SUHAIMIE, EIZLAN YUSOF, CAT FARISH, FAYE KUSAIRI, HAIRUL AZREEN, HALIZA MISBUN,,,,M,F,M,M,M,M,F,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,Male,14
661,2017,8,25,Vettai Karuppar Ayya,Amigoz Sugu,"GK, GpKay, Nanba Vijay, Gayathri",Drama / Horror / Mystery,D'Cinema,20500.00,1000.00,,,DRAMA,HORROR,MYSTERY,DRAMA,GK, GPKAY, NANBA VIJAY, GAYATHRI,,,,,,,M,M,M,M,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,15
659,2017,8,17,Balun,Bob Singah,"Beto Kusyairy, Izara Aishah, Eizlan Yusof, Reen Rahim",Action,Aifa Motion Pictures,22000.00,1000.00,,,ACTION,,,ACTION,BETO KUSYAIRY, IZARA AISHAH, EIZLAN YUSOF, REEN RAHIM,,,,,,,M,F,M,F,,,,,,,,0.666666667,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,16
636,2017,2,16,Soulmate Hingga Jannah,Abdul Razak Mohaideen,"Taufik Batisah, Erra Fazira, Raja Ilya, Douglas Lim, Reen Rahim",Comedy / Romance,Benison Pictures,25500.00,1000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,TAUFIK BATISAH, ERRA FAZIRA, RAJA ILYA, DOUGLAS LIM, REEN RAHIM,,,,,,M,F,F,M,F,,,,,,,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,Female,17
637,2017,2,23,Pak Pong,Fauzi Nawawi,"Hairul Azreen, Siti Saleha, Badrul, Fauzi Nawawi, Eizlan Yusof",Drama / Fantasy,Cantonese-language film,35600.00,1000.00,,,DRAMA,FANTASY,,DRAMA,HAIRUL AZREEN, SITI SALEHA, BADRUL, FAUZI NAWAWI, EIZLAN YUSOF,,,,,,M,F,M,M,M,,,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,Male,18
670,2017,9,28,The Farm: En Veettu Thottathil,Karthik Shamalan,"Jaya Ganason, Mohanaraj, Mahesan Poobalan, Yugendran Maniam, Haridhass",Horror,,38000.00,1000.00,,,HORROR,,,HORROR,JAYA GANASON, MOHANARAJ, MAHESAN POOBALAN, YUGENDRAN MANIAM, HARIDHASS,,,,,,M,M,M,M,M,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,19
656,2017,8,3,Maama Machan,RMS Sara,"Nithya Shree, BenG, RMS Sara.R, P Jegan, Mcva, Linges, Shamini, Kalpana Shree",Comedy,Boss Pictures,44000.00,1000.00,,,COMEDY,,,COMEDY,NITHYA SHREE, BENG, RMS SARA.R, P JEGAN, MCVA, LINGES, SHAMINI, KALPANA SHREE,,,F,M,M,M,M,M,F,M,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.75,0.25,0.75,0.25,Male,20
666,2017,9,14,Kolestrol vs Cinta,Eyra Rahman,"Tiz Zaqyah, Kamal Adli, Ardell Aryana",Romance,,48000.00,1000.00,,,ROMANCE,,,ROMANCE,TIZ ZAQYAH, KAMAL ADLI, ARDELL ARYANA,,,,,,,,F,M,F,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,21
684,2017,11,30,Aasaan,S. D. Puvanendran,"S. Haridhass, Shashi Tharan, Seelan Manoheran, Saresh D'seven",Action,Mandarin-language film,48000.00,1000.00,,,ACTION,,,ACTION,S. HARIDHASS, SHASHI THARAN, SEELAN MANOHERAN, SARESH D'SEVEN,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,22
632,2017,1,26,New Year Wish,Lee Sai Yew,"Sanny Lee, Debbie Loo, Michael Lieu",Drama / Family / Romance,,49300.00,1000.00,,,DRAMA,FAMILY,ROMANCE,DRAMA,SANNY LEE, DEBBIE LOO, MICHAEL LIEU,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,23
688,2017,12,21,Brotherhood,Silver Yee,"Eric Lin, Bernard Hiew, Hanz Koay, Sky Kang, January So, Sherlyn Seo",Action,[59],58900.00,1000.00,,,ACTION,,,ACTION,ERIC LIN, BERNARD HIEW, HANZ KOAY, SKY KANG, JANUARY SO, SHERLYN SEO,,,,,M,M,M,M,F,F,,,,,,1,0,1,0,0.8,0.2,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,24
633,2017,2,2,Aku Haus Darah Mu,Aidilfitri Mohd Yunus,"Nad Zainal, Deanna Yusoff, Farhanna Qismina, Zoey Rahman",Horror,Tsar Asia,60000.00,1000.00,,,HORROR,,,HORROR,NAD ZAINAL, DEANNA YUSOFF, FARHANNA QISMINA, ZOEY RAHMAN,,,,,,,F,F,F,F,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Female,25
662,2017,8,31,Malay Regiment,Jurey Latiff,"Yus Waisar, Nad Zainal, Z.Zamri, Ahmad Tarmimi Siregar",Action,Preceded by Abang Long Fadil (2014),60000.00,1000.00,,,ACTION,,,ACTION,YUS WAISAR, NAD ZAINAL, Z.ZAMRI, AHMAD TARMIMI SIREGAR,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,26
671,2017,10,5,Aku Bukan Terrorist,Arjin Uppal,"Afiq Muiz, Gulshan Grover, Chacha Maembong, Rahul Dev, Farida Jalal, Jalaluddin Hassan, Betty Benafe",Drama,White Merpati Entertainment,70000.00,1000.00,,,DRAMA,,,DRAMA,AFIQ MUIZ, GULSHAN GROVER, CHACHA MAEMBONG, RAHUL DEV, FARIDA JALAL, JALALUDDIN HASSAN, BETTY BENAFE,,,,M,M,F,M,F,M,F,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,27
680,2017,11,9,Headlines,James Wong Chee Keong,"Wang Lei, Shaun Chen, Sean Lee, Seck Fook Yee",Horror,Just Work Entertainment,70000.00,1000.00,,,HORROR,,,HORROR,WANG LEI, SHAUN CHEN, SEAN LEE, SECK FOOK YEE,,,,,,,M,M,M,M,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,28
635,2017,2,9,I Am Lee Kah Seng,Benison Yong Keak Jya,"Steve Yap, Regine Tan, Marcus Yong",Comedy / Drama,,76200.00,1000.00,,,COMEDY,DRAMA,,COMEDY,STEVE YAP, REGINE TAN, MARCUS YONG,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,29
646,2017,4,6,Sindiket,Badaruddin Azmi,"Sharnaaz Ahmad, Liyana Jasmay, Sharifah Amani, Daphne Iking, Rashidi Ishak, Soo Wincci, Tony Eusoff",Action / Crime,,84000.00,1000.00,,,ACTION,CRIME,,THRILLER,SHARNAAZ AHMAD, LIYANA JASMAY, SHARIFAH AMANI, DAPHNE IKING, RASHIDI ISHAK, SOO WINCCI, TONY EUSOFF,,,,F,F,F,F,M,F,M,,,,,0,1,0,1,0.2,0.8,0.166666667,0.833333333,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,Female,30
640,2017,3,9,Adiwira Ku,Eric Ong,"Sangeeta Krishnasamy, Xavier Fong, Wan Azlyn, Farra Safwan, Ahmad Adnin Zidane, Irdina Tasmin, Balqis Sani, Rizal Fahmi",Drama,Filmmecca Studio,100200.00,1000.00,,,DRAMA,,,DRAMA,SANGEETA KRISHNASAMY, XAVIER FONG, WAN AZLYN, FARRA SAFWAN, AHMAD ADNIN ZIDANE, IRDINA TASMIN, BALQIS SANI, RIZAL FAHMI,,,F,M,F,F,M,F,F,M,,,,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.333333333,0.666666667,0.285714286,0.714285714,0.375,0.625,0.375,0.625,0.375,0.625,Female,31
664,2017,9,7,Kau Takdirku,Jason Chong,"Ezzaty Abdullah, Bront Palarae, Remy Ishak",Drama / Romance,Primeworks Studios,100600.00,1000.00,,,DRAMA,ROMANCE,,ROMANCE,EZZATY ABDULLAH, BRONT PALARAE, REMY ISHAK,,,,,,,,F,M,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,32
668,2017,9,21,9.13 The Returning,David Thian Thor Wei,"Jean Tan, Steve Yap, Remon Lim, Sherlyn Seo, Kevin Soo",Horror,Nusantara Seni Karya,106000.00,1000.00,,,HORROR,,,HORROR,JEAN TAN, STEVE YAP, REMON LIM, SHERLYN SEO, KEVIN SOO,,,,,,F,M,M,F,M,,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,33
674,2017,10,12,Shuttle Life,Tan Seng Kiat,"Jack Tan, Angel Chan, Sylvia Chang",Family,More Entertainment,109000.00,1000.00,,,FAMILY,,,FAMILY,JACK TAN, ANGEL CHAN, SYLVIA CHANG,,,,,,,,M,M,F,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,34
665,2017,9,7,Mrs K,Ho Yuhang,"Kara Wai, Simon Yam, Wu Bai, Faizal Hussein",Action,[37],134600.00,1000.00,,,ACTION,,,ACTION,KARA WAI, SIMON YAM, WU BAI, FAIZAL HUSSEIN,,,,,,,F,M,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,35
642,2017,3,16,Therapist,Don Hoe & Bryan Gao,"Jean Tan, Chai Cheng Sheong, Marcus Chang, Chen Puie Heng, Momoko Fern, Shaun Chen, Feon Lai",Horror / Thriller,Full Billion Entertainment,146000.00,1000.00,,,HORROR,THRILLER,,HORROR,JEAN TAN, CHAI CHENG SHEONG, MARCUS CHANG, CHEN PUIE HENG, MOMOKO FERN, SHAUN CHEN, FEON LAI,,,,F,M,M,M,M,M,M,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,Male,36
641,2017,3,16,Kanang Anak Langkau: The Iban Warrior,Badaruddin Azmi,"Langgi Kanang, Adi Putra, Johan As'ari",Military / Action,Tangan Seni-K3X Production co-production,177800.00,6000000.00,,,MILITARY,ACTION,,ADVENTURE,LANGGI KANANG, ADI PUTRA, JOHAN AS'ARI,,,,,,,,M,M,M,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,37
678,2017,11,2,Peransang Rentap,Lina Johor,"Vincent Mallang, Diana Johor, Charlmay, Emmanuel Reuben, Ethel Lampai",Romance / Historical,Unique Twins,227000.00,1000.00,,,ROMANCE,HISTORICAL,,ROMANCE,VINCENT MALLANG, DIANA JOHOR, CHARLMAY, EMMANUEL REUBEN, ETHEL LAMPAI,,,,,,M,F,M,F,M,,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,38
687,2017,12,7,Jibam,Che Mie,"Mohd. Ariff Abdullah, Bohari Ibrahim, Syafie Naswip, Kazar Saisi",Drama,Spektra Selasih,241000.00,1000.00,,,DRAMA,,,DRAMA,MOHD. ARIFF ABDULLAH, BOHARI IBRAHIM, SYAFIE NASWIP, KAZAR SAISI,,,,,,,M,M,M,F,,,,,,,,1,0,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,39
652,2017,6,25,Minah Moto,Ahmad Idham,"Dayana Roza, Ariz Lufias, Cat Farish, Julia Hana, Aliff Yasraf",Action / Comedy,Tamil-language film,330000.00,1000.00,,,ACTION,COMEDY,,ACTION_COMEDY,DAYANA ROZA, ARIZ LUFIAS, CAT FARISH, JULIA HANA, ALIFF YASRAF,,,,,,F,M,M,F,M,,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,40
634,2017,2,2,Money Money Home,Bryan Gao,"Lai Meng, Henry Thia, Jovi Theng, Chen Puie Heng",Comedy / Family,Idea Entertainment,335000.00,1000.00,,,COMEDY,FAMILY,,COMEDY,LAI MENG, HENRY THIA, JOVI THENG, CHEN PUIE HENG,,,,,,,F,M,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,41
629,2017,1,2,Dorm Melati,Eyra Rahman,"Aedy Ashraf, Nadia Aqilah, Aizat Hassan, Ardell Aryana",Horror,MIG Pictures,353700.00,1000.00,,,HORROR,,,HORROR,AEDY ASHRAF, NADIA AQILAH, AIZAT HASSAN, ARDELL ARYANA,,,,,,,M,F,M,F,,,,,,,,0.666666667,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,42
682,2017,11,23,Motor Terbang: Rempit Sampai Langit,Silver Yee,"Ajak Shiro, Nabila Huda, Tauke Jambu, Reen Rahim, Jay Iswazir, Cristina Suzanne",Action / Comedy,,431000.00,1000.00,,,ACTION,COMEDY,,ACTION_COMEDY,AJAK SHIRO, NABILA HUDA, TAUKE JAMBU, REEN RAHIM, JAY ISWAZIR, CRISTINA SUZANNE,,,,,M,F,M,F,M,F,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,43
647,2017,4,13,Hospital,Azaromi Ghazali,"Fatin Afeefa, Shima Anuar, Nina Iskandar, Fizz Fairuz",Horror / Thriller,Loyal Studios,470000.00,1000.00,,,HORROR,THRILLER,,HORROR,FATIN AFEEFA, SHIMA ANUAR, NINA ISKANDAR, FIZZ FAIRUZ,,,,,,,F,F,F,M,,,,,,,,0,1,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,Female,44
650,2017,5,4,Lebuhraya Ke Neraka,Mamat Khalid,"Awie, Khir Rahman, Pekin Ibrahim, Miera Leyana, Shah Jaszle",Horror / Drama,,530000.00,1000.00,,,HORROR,DRAMA,,HORROR,AWIE, KHIR RAHMAN, PEKIN IBRAHIM, MIERA LEYANA, SHAH JASZLE,,,,,,M,M,M,F,M,,,,,,,1,0,0.75,0.25,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,Male,45
